$id,event,postEvent,effect:CHR,effect:INT,effect:STR,effect:MNY,effect:SPR,effect:LIF,effect:AGE,NoRandom,include,exclude,branch[],branch[],branch[]
10772,【绝密消息】你捡到一张纸条，上面写着一位程序的联系方式：1281616438。纸条背面又写着：加的人太多了！不加了不加了,,,,,,,,,,TLT?[1112],"EVT?[10772,10771]",,,
10773,【绝密消息】据说，修仙者是真实存在的……,,,,,,,,,,TLT?[1112],"EVT?[10773,10774]",,,
10774,【绝密消息】据说，正常人无论如何都活不到100岁，除非……有个小盒子？,,,,,,,,,,TLT?[1112],"EVT?[10774,10773]",,,
10775,【绝密消息】考古学家发现一粒古代的药丸，看上去金灿灿的，不像凡物。,,,,,,,,,,TLT?[1112],EVT?[10775],,,
10776,【绝密消息】有人说世界上只有中国和美国是真实存在的。,,,,,,,,,,TLT?[1112],EVT?[10776],,,
10777,【绝密消息】有人说“如果你很有钱，就出生不到农村；很穷，就出生不到城市。一个猜测，不知道对不对。”,,,,,,,,,,TLT?[1112],EVT?[10777],,,
10778,【绝绝子消息】今日份甜甜碎片已加载完毕  ，不是8??，宝！我今天重开人生了  ，我真的哭死，呢呢呢，这家的人生好重开到跺jiojio～～～这杯小布丁也有被惊艳到??????无语子，路上还看见一个Java男，大无语事件，哒哒哒，岁月漫长 那就一起拯救地球与乐趣吧  ,,,,,,,,,,"EVT?[10770,10771,10772,10773,10774,10775,10776,10777,10779,10780]",EVT?[10778],,,
10779,【绝密消息】遗传学家说，最好的天赋只有0.1%的几率出现，其次的天赋是1%，比较好的天赋是10%。,,,,,,,,,,TLT?[1112],EVT?[10779],,,
10780,【绝密消息】专家认为，一些中老年人生活乏味，只能看新闻度日，是因为某人编不出事件了。,,,,,,,,,,TLT?[1112],EVT?[10780],,,
10781,【绝密消息】据说某游戏由两人制作完成，程序员只花了几个小时就写完了程序，而无业在家的策划花了一周多才写完文案。,,,,,,,,,,TLT?[1112],EVT?[10781],,,
10782,【绝密消息】你看了一本玄幻小说，小说里想度过天劫需要悟透全部五行大道和任意一种本源大道。,,,,,,,,,,TLT?[1112],EVT?[10782],,,
10783,【绝密消息】一名不到25岁的作者强行描写完全不懂的中年和婚后生活，遭致大量批评。,,,,,,,,,,TLT?[1112],EVT?[10783],,,
10784,【绝密消息】某辣鸡游戏十连抽竟然没有保底，就像地球online一样。,,,,,,,,,,TLT?[1112],EVT?[10784],,,
10785,你患上了严重的急性肠胃炎。,,,,,,-1,,,,(STR<5)&(EVT?[10011]),EVT?[10785],STR<2:10000,,
10786,你突发过敏性哮喘。,,,,,,-1,,,,(STR<2)&(EVT?[10011]),EVT?[10786],STR<2:10000,,
10787,你进入了一个渡劫期大能的传承洞府。,虽然没能通过传承，但获得了少量好处。,1,1,1,1,1,,,,(INT>5)&(TLT?[1048]),EVT?[10787],INT>13:10788,,
10788,获得了传承。所有属性大幅提升。,,2,20,200,2,2,,,1,,,,,
10789,你捡到一个破碎的仙器，里面有个知识渊博的器魂。,从此智力不再是你修行路上的问题。,,100,,,,,,,(MNY>13)&(TLT?[1048]),EVT?[10789],,,
10790,你感觉到衰老，很容易疲惫。,,,,-1,,,,,,"EVT?[10011,10010]",EVT?[10790],,,
10791,你的胃口越来越小，感觉时间过得越来越快。,,,,,,,,,,"EVT?[10011,10010]",EVT?[10791],,,
10792,你们家装了全自动洗浴间，人进去可以自动完成沐浴和洗漱。,,,,,,,,,,EVT?[10011],EVT?[10792],,,
10793,你们家买了飞车，全球拥有飞车的人很少很少。,,,,,,,,,,EVT?[10011],EVT?[10793],,,
10794,你有一些慢性病，需要持续吃药。,,,,-2,,,,,,"(STR<9)&(EVT?[10011,10010])",EVT?[10794],,,
10795,你开始觉得钱财无用，身体健康才是最重要的。,,,,,,,,,,"EVT?[10011,10010]",EVT?[10795],,,
10796,你意外吃到一份儿时味道的菜，流下了眼泪。,,,,,,,,,,EVT?[10011],EVT?[10796],,,
10797,大太空航行时代到来。,,,,,,,,,,EVT?[10011],EVT?[10797],,,
10798,经常有年轻时的熟人来拜访你。,,,,,,,,,,"EVT?[10011,10010]",EVT?[10798],,,
10799,基础学科发展缓慢。,,,,,,,,,,EVT?[10011],"EVT?[10799,10715]",,,
10800,你家设置了模拟外景，可以实时显示世界各地的风光。,,,,,,,,,,EVT?[10011],EVT?[10800],,,
10801,你家换上了自动地板，可以自动清洁、移动、变温等。,,,,,,,,,,EVT?[10011],EVT?[10801],,,
10802,你家换上了意识控制家具。脑中思考就可以控制家具家电。,,,,,,,,,,EVT?[10011],EVT?[10802],,,
10803,你感叹医学发展缓慢，至今仍未攻克癌症和心血管疾病。,,,,,,,,,,EVT?[10011],EVT?[10803],,,
10804,人工合成肉已经普及，几乎取代了真肉，但你家仍然食用真肉。,,,,,,,,,,EVT?[10011],EVT?[10804],,,
10805,中国可控核聚变技术完全成熟，进入无限能源的时代。,,,,,,,,,,EVT?[10011],EVT?[10805],,,
10806,人类几乎可以完全控制天气。,,,,,,,,,,"EVT?[10011,10010]",EVT?[10806],,,
10807,你越来越喜欢哲学书籍，经常看《道德经》和后现代哲学。,,,,,,,,,,(INT>5)&(EVT?[10011]),EVT?[10807],,,
10808,你仍然习惯使用笨重的实体电脑，而不是全息计算机。,,,,,,,,,,EVT?[10011],EVT?[10808],,,
10809,越来越多的人沉迷在虚拟世界，包括你的家人们。,,,,,,,,,,EVT?[10011],EVT?[10809],,,
10810,书籍这种媒介竟然没有退出历史舞台，你也很意外。,,,,,,,,,,"EVT?[10011,10010]",EVT?[10810],,,
10811,美国迎来了一位跨性别穆斯林黑人总统。,,,,,,,,,,EVT?[10011],EVT?[10811],,,
10812,全球变暖严重，专家称100年内日本就会彻底沉没。,,,,,,,,,,EVT?[10011],"EVT?[10812,11476]",,,
10813,有哲学家称世界是由信息构成的，物质的运动就是信息的传递。,,,,,,,,,,EVT?[10011],EVT?[10813],,,
10814,墨西哥毒贩夺取政权，宣布新政府成立。美国从墨西哥撤兵。,,,,,,,,,,EVT?[10011],EVT?[10814],,,
10815,你开始关注美国底层人民的生活，计划进行一些慈善。,,,,,,,,,,EVT?[10011],EVT?[10815],,,
10816,你因为容貌被破例进入一座洞府。体质大幅提升。,,,,20,,,,,,(CHR>13)&(TLT?[1048]),EVT?[10816],,,
10817,你捡到天阶灵器，实力大幅提升。,,,,50,,,,,,TLT?[1048],EVT?[10817],,,
10818,你和一位相同境界的人结为道侣。,,,,,,,,,,TLT?[1048],EVT?[10818],,,
10819,你的道侣被人斩杀。,,,,,,-1,,,,(TLT?[1048])&(EVT?[10818]),EVT?[10819],,,
10820,你走火入魔，体质大幅降低。,,,,-100,,,,,,TLT?[1048],,,,
10821,你走火入魔，体质大幅降低。,,,,-10,,,,,,TLT?[1048],,,,
10822,你上了一个昂贵的双语幼儿园。,,,,,,,,,,TLT?[1010],EVT?[10822],,,
10823,你上了一个昂贵的双语幼儿园。,,,,,,,,,,(MNY>7)&(EVT?[10010]),EVT?[10823],,,
10824,你上了一个普通的幼儿园。,,,,,,,,,,EVT?[10010],(MNY<8)&(EVT?[10824]),,,
10825,你的家人给你买了很多玩具。,,,,,,,,,,EVT?[10010],EVT?[10825],,,
10826,你的家人给你买了很多书。,,,,,,,,,,EVT?[10010],EVT?[10826],,,
10827,你进入了托儿所。,,,,,,,,,,EVT?[10010],EVT?[10827],,,
10828,你的家人开始教你学英语。,,,,,,,,,,TLT?[1010],EVT?[10828],,,
10829,你的家人为你制定了长长的人生计划。,,,,,,,,,,EVT?[10010],EVT?[10829],,,
10830,你生了二胎。,,,,-1,-1,,,,,"(TLT?[1113])&(EVT?[10268,10269,10621])",EVT?[10830],,,
10831,你生了三胎。,,,,-1,-1,,,,,EVT?[10830],EVT?[10831],,,
10832,你患上了严重的妇科疾病。,,,,-1,,,,,,EVT?[10830],"EVT?[10832,10836]",,,
10833,生育时留下的后遗症，你经常漏尿。,,,,,,,,,,EVT?[10830],EVT?[10833],,,
10834,三个孩子给你们的生活带来了很多不便。,,,,,,-1,,,,EVT?[10831],EVT?[10834],,,
10835,你后悔生了三胎。,,,,,,,,,,EVT?[10831],EVT?[10835],,,
10836,你得了子宫肌瘤。,,,,,,,,,,EVT?[10830],"EVT?[10836,10832]",,,
10837,你的体态愈发臃肿。,,-2,,,,-1,,,,EVT?[10830],EVT?[10837],,,
10838,孩子填满了你的生活，你感觉自己仿佛不是自己，而是机器。,,,,,,-1,,,,EVT?[10830],EVT?[10838],,,
10839,你的家人将一套房产转移到你名下。,,,,,,,,,,(MNY>8)&(TLT?[1010]),EVT?[10839],,,
10840,你意外一跤摔到了后脑。,,,-1,,,,,,,EVT?[10010],EVT?[10840],TLT?[1001]:10004,,STR<3:10000
10841,时间跳跃。,,,,,,,,,,TLT?[1114],EVT?[10842],,,
10842,时空错乱，你中途被抛出。,,,,,,,,,,TLT?[1114],EVT?[10842],,,
10843,你的体质极度虚弱。,,,,,,,,,,(STR<2)&(EVT?[10010]),EVT?[10843],,,
10844,你患重病身亡。,,,,,,,,,,EVT?[10843],EVT?[10844],EVT?[10843]:10000,,
10845,你开始学习舞蹈。,,,,,,,,,,"EVT?[10822,10823]","EVT?[10845,10001]",,,
10846,你开始学习书法。,,,,,,,,,,"EVT?[10822,10823]",EVT?[10846],,,
10847,你开始学习钢琴。,,,,,,,,,,"EVT?[10822,10823]",EVT?[10847],,,
10848,你的博士妈妈开始教你物理化学生物。,,,,,,,,,,"EVT?[10822,10823]","EVT?[10848,10869]",,,
10849,你的识字量达到了2000。,,,,,,,,,,"EVT?[10822,10823]","EVT?[10856,10857,10849,10850]",,,
10850,你的识字量达到了1500。,,,,,,,,,,"EVT?[10822,10823]","EVT?[10856,10857,10849,10850]",,,
10851,你做了智商测试，智商高达150。,,,,,,,,,,(INT>8)&(((MNY>7)&(EVT?[10010]))|(TLT?[1010])),EVT?[10851],,,
10852,你开始学习游泳。,,,,,,,,,,"EVT?[10822,10823]",EVT?[10852],,,
10853,你的高级工程师爸爸开始教你编程。,,,,,,,,,,"EVT?[10822,10823]","EVT?[10853,10868]",,,
10854,爸妈带你去日本旅游。,,,,,,,,,,"EVT?[10822,10823]","EVT?[10854,10868,10869,11476]",,,
10855,爸妈带你去美国旅游。,,,,,,,,,,"EVT?[10822,10823]","EVT?[10855,10868,10869]",,,
10856,你的识字量达到了300。,,,,,,,,,,EVT?[10824],"EVT?[10856,10857,10849,10850]",,,
10857,你的识字量达到了500。,,,,,,,,,,EVT?[10824],"EVT?[10856,10857,10849,10850]",,,
10858,幼儿园老师每天都和你们玩游戏。,,,,,,1,,,,EVT?[10824],EVT?[10858],,,
10859,幼儿园的饭菜不好吃。,,,,,,-1,,,,EVT?[10824],EVT?[10859],,,
10860,幼儿园要求每天午睡，但你经常睡不着。,,,,,,,,,,EVT?[10824],EVT?[10860],,,
10861,上课时，你很乖，坐姿端正。,,,,,,,,,,EVT?[10824],"EVT?[10861,10862]",,,
10862,上课时，你经常偷偷溜出教室。,,,,,,,,,,EVT?[10824],"EVT?[10862,10861]",,,
10863,你很可爱，很讨老师和小朋友喜欢。,,,,,,1,,,,((CHR>7)|(TLT?[1037]))&(EVT?[10824]),EVT?[10863],,,
10864,你学会了骑自行车。,,,,,,,,,,(EVT?[10010])&(TLT?[1038]),EVT?[10864],,,
10865,你喜欢玩迷宫和脑筋急转弯。,,,,,,-1,,,,(INT>5)&(EVT?[10824]),EVT?[10865],,,
10866,你家长为你请了家庭教师。,,,,,,-1,,,,(MNY>5)&(EVT?[10824]),EVT?[10866],,,
10867,你的玩电脑和看电视时间都要通过积分兑换。,,,,,,,,,,EVT?[10824],EVT?[10867],,,
10868,你的父亲意外去世。,,,,,,,,,,EVT?[10010],"(EVT?[10868,10869])|(TLT?[1029])",,,
10869,你的母亲意外去世。,,,,,,,,,,EVT?[10010],"(EVT?[10869,10868])|(TLT?[1029])",,,
10870,你上了个普通小学。,,,,,,,,,,EVT?[10824],EVT?[10870],,,
10871,你上了个名牌小学。,,,,,,,,,,"EVT?[10822,10823]",EVT?[10871],,,
10872,你获得了机器人大赛金奖。,,,,,,,,,,(INT>8)&(EVT?[10853]),EVT?[10872],,,
10873,你获得了三好学生。,,,,,,,,,,(INT>5)&(EVT?[10824]),EVT?[10873],,,
10874,你获得了三好标兵。,,,,,,,,,,(INT>6)&(EVT?[10824]),EVT?[10874],,,
10875,你获得了市三好学生。,,,,,,,,,,"(INT>7)&(EVT?[10822,10823])",EVT?[10875],,,
10876,你获得了区三好标兵。,,,,,,,,,,"(INT>7)&(EVT?[10822,10823])",EVT?[10876],,,
10877,你当上了班长。,,,,,,,,,,EVT?[10010],EVT?[10877],,,
10878,你帮班里出了一期黑板报。,,,,,,,,,,(EVT?[10010])&(EVT?[10048]),EVT?[10878],,,
10879,你阅读了大量英文小说和杂志。,,,,,,,,,,(INT>5)&(EVT?[10871]),EVT?[10879],,,
10880,你在运动会上取得了好成绩。,,,,,,,,,,(STR>6)&(EVT?[10010]),EVT?[10880],,,
10881,你需要上大量课外班，压力很大。,,,,,,-1,,,,EVT?[10010],EVT?[10881],TLT?[1108]:10882,,
10882,你电话举报了课外班，课外班被查封了。你开心了。,,,,,,1,,,1,,,,,
10883,你参与了辩论会。,,,,,,,,,,(INT>3)&(EVT?[10010]),EVT?[10883],,,
10884,你参与了学校的文艺演出。,,,,,,,,,,(CHR>3)&(EVT?[10010]),EVT?[10884],,,
10885,你喜欢班上的一个小朋友。不过是很纯洁的喜欢。,,,,,,,,,,EVT?[10870],EVT?[10885],,,
10886,你常常能指出老师的错误。,,,,,,,,,,(INT>8)&(EVT?[10010]),EVT?[10886],,,
10887,你第一次因为犯错被罚写检查。,,,,,,-1,,,,EVT?[10010],"EVT?[10887,10888,10889]",,,
10888,你第一次因为犯错被罚站。,,,,,,-1,,,,EVT?[10010],"EVT?[10887,10888,10889]",,,
10889,你第一次因为犯错被罚抄课文。,,,,,,-1,,,,EVT?[10010],"EVT?[10887,10888,10889]",,,
10890,你的父母带你四处旅游、参加活动刷履历。,,,,,,,,,,EVT?[10871],EVT?[10890],,,
10891,你开始学习日语。,,,,,,,,,,EVT?[10871],EVT?[10891],,,
10892,你开始学习法语。,,,,,,,,,,EVT?[10871],EVT?[10892],,,
10893,你达到了钢琴10级。,,,,,,,,,,EVT?[10847],EVT?[10893],,,
10894,你雅思拿到7.5分。,,,,,,,,,,(INT>7)&(EVT?[10871]),"EVT?[10894,10895]",,,
10895,你的英语词汇量达到10000。,,,,,,,,,,(INT>7)&(EVT?[10871]),"EVT?[10895,10894]",,,
10896,你参加美国数学竞赛获得一等奖。,,,,,,,,,,(INT>7)&(EVT?[10871]),EVT?[10896],,,
10897,你们学校组织前往南极修学旅行。,,,,,,,,,,EVT?[10871],EVT?[10897],,,
10898,你的美貌十分惊艳。,,,,,,,,,,(CHR>7)&(EVT?[10010]),EVT?[10898],,,
10899,你遭到了一位老师的猥亵。,你逐渐消沉，但不敢和其他人说。,,,,,-2,,,,EVT?[10898],EVT?[10899],INT>7:10900,,
10900,你报了警，老师被刑拘。,,,,,,1,,,1,,,,,
10901,你对自然科学和社会科学的常识都了解不少。,,,,,,,,,,EVT?[10870],EVT?[10901],,,
10902,学校的课程非常重，和普通高中的高三差不多。,,,,,,-1,,,,EVT?[10871],EVT?[10902],,,
10903,家人给了你一笔资金让你理财。,,,,,,,,,,EVT?[10871],EVT?[10903],,,
10904,你近视了。,,-1,,,,,,,,EVT?[10010],EVT?[10904],,,
10905,家人送你去国外读了一年。,,,,,,1,,,,EVT?[10871],EVT?[10905],,,
10906,你家开始养猫。,,,,,,,,,,EVT?[10010],EVT?[10906],,,
10907,你家开始养狗。,,,,,,,,,,EVT?[10010],EVT?[10907],,,
10908,你家的猫意外死亡。,,,,,,-1,,,,EVT?[10906],(EVT?[10908])|(TLT?[1030]),,,
10909,你家的狗意外死亡。,,,,,,-1,,,,EVT?[10907],(EVT?[10909])|(TLT?[1030]),,,
10910,你的家人极力阻止你看动漫。,,,,,,-1,,,,"(EVT?[10871])&(EVT?[10007,10008])",EVT?[10910],,,
10911,你的家人开始禁止你玩电子游戏。,,,,,,-1,,,,EVT?[10871],(EVT?[10911])|(TLT?[1039]),,,
10912,你第一次当上课代表。,,,,,,,,,,EVT?[10870],EVT?[10912],,,
10913,有个同学每天在车站等你一起上学。,,,,,,,,,,EVT?[10870],EVT?[10913],,,
10914,你以班上同学为角色画漫画。,,,,,,,,,,EVT?[10870],"EVT?[10914,10926]",,,
10915,你们的体育课总是变成自习课。,,,,,,,,,,EVT?[10870],EVT?[10915],,,
10916,你们的班主任为了生三胎辞职了。,,,,,,,,,,EVT?[10010],EVT?[10916],,,
10917,信息课上，你和同学玩可以联机的游戏。,,,,,,,,,,EVT?[10870],EVT?[10917],TLT?[1039]:20917,,
20917,你总是赢。,,,,,,1,,,1,,,,,
10918,音乐课老师经常放电影。,,,,,,,,,,EVT?[10010],EVT?[10918],,,
10919,你经常和几个同学打架。,,,,,,-1,,,,EVT?[10010],"(EVT?[10919,10002,10926])|(TLT?[1037])",,,
10920,你的作文被老师作为范文朗读，但你却很尴尬。,,,,,,,,,,EVT?[10010],EVT?[10920],,,
10921,你家人经常给你买核桃等坚果补脑。,,,,,,,,,,EVT?[10010],EVT?[10921],,,
10922,你每天都喝牛奶。,,,,1,,,,,,EVT?[10010],EVT?[10922],,,
10923,你又要买大一号的新校服了。,,,,,,,,,,EVT?[10010],EVT?[10923],,,
10924,你每天做作业都要做到凌晨。,,,,-1,,-1,,,,EVT?[10871],EVT?[10924],,,
10925,你每天做作业都要做到深夜。,,,,-1,,-1,,,,EVT?[10870],EVT?[10925],,,
10926,虽然你还小，但你几乎和20岁左右的青年差不多成熟了。,,,,,,,,,,EVT?[10871],EVT?[10926],,,
10927,你开始很严肃地思考未来和制定计划。,,,,,,,,,,EVT?[10871],EVT?[10927],,,
10928,你写了封寄给10年后自己的信。,,,,,,,,,,EVT?[10010],EVT?[10928],,,
10929,学校被禁止搞排名，但你老师报成绩时还是默认按顺序来。,,,,,,,,,,EVT?[10010],EVT?[10929],,,
10930,你喜欢在学校的石质乒乓球台上打球。,,,,,,,,,,(STR>2)&(EVT?[10870]),EVT?[10930],,,
10931,你加入了学校篮球队。,,,,,,,,,,(STR>6)&(EVT?[10010]),"EVT?[10931,10002]",,,
10932,你经常和其他同学一起去上厕所。,,,,,,,,,,EVT?[10010],EVT?[10932],,,
10933,升旗时你经常对口型假唱。,,,,,,,,,,EVT?[10010],EVT?[10933],,,
10934,学校校长因贪污受贿被捕。,,,,,,,,,,EVT?[10871],EVT?[10934],,,
10935,你觉得广播体操《舞动青春》的音乐很好听。,,,,,,,,,,EVT?[10871],EVT?[10935],,,
10936,做操体转运动时，你经常趁机回头看别的同学。,,,,,,,,,,EVT?[10010],EVT?[10936],,,
10937,你假装没有全学会，避免了压力更大的跳级。,,,,,,,,,,(INT>8)&(EVT?[10010]),EVT?[10937],,,
10938,你颜值出众，准备走娱乐路线。,,,,,,,,,,(EVT?[10898]),EVT?[10938],,,
10939,你被体校教练挖走。,,,,,,,,,,EVT?[10880],EVT?[10939],,,
10940,你升入普通初中。,,,,,,,,,,EVT?[10870],EVT?[10940],,,
10941,你升入名牌初中。,,,,,,,,,,EVT?[10871],EVT?[10941],,,
10942,你的游戏技术过人，在学校小有名气。,,,,,,,,,,(TLT?[1039])&(EVT?[10940]),EVT?[10942],,,
10943,你中考没有考好。,,,,,,,,,,(EVT?[10940])&(EVT?[10258]),EVT?[10943],,,
10944,你考到了一所重点高中。,,,,,,,,,,((INT>6)&(EVT?[10940]))|(EVT?[10941]),"EVT?[10944,10258]",,,
10945,你考到了一所普通高中。,,,,,,,,,,(INT<7)&(EVT?[10940]),"EVT?[10945,10258]",,,
10946,你考上了人大附中。,,,,,,,,,,(TLT?[1010])&(INT>6),EVT?[10946],,,
10947,训练。,,,,,,,,,,EVT?[10939],,,,
10948,培训，整容。,,1,,,,,,,,(MNY<8)&(EVT?[10938]),EVT?[10948],,,
10949,参加选秀。没有能力砸钱，迅速被淘汰。,,,,,,-1,,,,EVT?[10948],EVT?[10949],,,
10950,加入年轻艺人团体出道。,,,,,,,,,,EVT?[10948],EVT?[10950],,,
10951,遇冷，彻底被资本家放弃。你退圈了。,,,,,,,,,,EVT?[10948],EVT?[10951],,,
10952,你转行做颜值主播。,,,,,,,,,,EVT?[10951],EVT?[10952],,,
10953,你转行从事短视频生产行业。,,,,,,,,,,EVT?[10951],EVT?[10953],,,
10954,你转行做虚拟主播。,,,,,,,,,,"(EVT?[10951])&(EVT?[10008,10007])",EVT?[10954],,,
10955,你转行从事动漫UP主行业。,,,,,,,,,,"(EVT?[10951])&(EVT?[10008,10007])",EVT?[10955],,,
10956,你靠卖肉和开网店维持收入。,,,,,,,,,,"EVT?[10952,10953]",EVT?[10956],,,
10957,你靠人傻钱多二次元维持生计。,,,,,,,,,,"EVT?[10954,10955]",EVT?[10957],,,
10958,家人投钱帮你造势。,,,,,,,,,,(MNY>7)&(EVT?[10938]),EVT?[10958],,,
10959,你参与选秀节目，一举爆红。,,,,,,1,,,,EVT?[10958],EVT?[10959],,,
10960,你成为最热门的少年天团C位。,,,,,,,,,,EVT?[10959],"EVT?[10960,10002]",,,
10961,你成为最热门的少女天团C位。,,,,,,,,,,EVT?[10959],"EVT?[10961,10001]",,,
10962,演出、参加综艺节目。,,,,,,,,,,"EVT?[10960,10961]",EVT?[10962],,,
10963,出演电影《我的县长父亲》，热度大涨。,,,,,1,,,,,"EVT?[10960,10961]",EVT?[10963],,,
10964,出演电视剧《幸福农家乐》，广受好评。,,,,,,,,,,"EVT?[10960,10961]",EVT?[10964],,,
10965,你接取大量广告代言。,,,,,1,,,,,"EVT?[10960,10961]",EVT?[10965],,,
10966,你被北京电影学院录取。,,,,,,,,,,"EVT?[10960,10961]",EVT?[10966],,,
10967,你休闲时间喜欢追新番。,,,,,,,,,,"(EVT?[10940])&(EVT?[10008,10007])",EVT?[10967],,,
10968,你开始看网文，并且还偷偷自己拿小本子写。,,,,,,,,,,EVT?[10940],EVT?[10968],,,
10969,你入了cos圈。,,,,,,,,,,"(EVT?[10940])&(EVT?[10008,10007])",EVT?[10969],,,
10970,你经常女装。,,,,,,,,,,EVT?[10969],"EVT?[10970,10002,10110,10111]",,,
10971,你第一次看黄书。,,,,,,,,,,EVT?[10010],"EVT?[10971,10972,10973]",,,
10972,你第一次看A片。,,,,,,,,,,EVT?[10010],"EVT?[10971,10972,10973]",,,
10973,你第一次看里番。,,,,,,,,,,"(EVT?[10010])&(EVT?[10008,10007])","EVT?[10971,10972,10973]",,,
10974,你谈了一个女朋友。,,,,,,1,,,,"(EVT?[10945])&((EVT?[10001,10110,10111])|(TLT?[1026]))",(EVT?[10974])|(TLT?[1027])|((EVT?[10001])&(TLT?[1026])),,,
10975,你谈了一个男朋友。,,,,,,1,,,,"(EVT?[10945])&((EVT?[10002,10110,10111])|(TLT?[1026]))",(EVT?[10975])|(TLT?[1027])|((EVT?[10002])&(TLT?[1026])),,,
10976,你的数学老师因为课外补课而被逮捕。,,,,,,,,,,EVT?[10940],EVT?[10976],,,
10977,你们班的男生玩阿鲁巴，把学校的路灯锯断了。,,,,,,,,,,EVT?[10945],EVT?[10977],,,
10978,有只狗狗跑进你们班一起听课。,但很快被闻讯而来的城管抓走了。,,,,,,,,,EVT?[10940],EVT?[10978],,,
10979,有次值日，其他人都跑了，只有你一个人留在班上扫除到很晚。,,,,,,-1,,,,EVT?[10940],"EVT?[10944,10979]",,,
10980,由于补课禁令，你们下午5点多就放学了。,但课后要做的事更多了。,,,,,,,,,EVT?[10945],EVT?[10980],,,
10981,眼保健操的功效被证实是虚假信息，学校取消了每天的眼保健操。,,,,,,,,,,EVT?[10940],EVT?[10981],,,
10982,你的朋友很少。,,,,,,-1,,,,(EVT?[10940])&(CHR<3),EVT?[10982],,,
10983,你的朋友很多。,,,,,,,,,,(EVT?[10940])&(CHR>6),EVT?[10983],,,
10984,你能感受到学业难度的提升。,,,,,,,,,,EVT?[10945],EVT?[10984],,,
10985,有学生上课玩手机被老师抓到，老师将其手机扔出窗外。,,,,,,,,,,EVT?[10945],EVT?[10985],,,
10986,你同桌的男生很烦人，总是没事招惹你。,,,,,,-1,,,,(EVT?[10940])&(EVT?[10002])&(CHR>5),"EVT?[10944,10986]",,,
10987,有次写作业时灵光突现，你的智力提高了。,,,1,,,,,,,EVT?[10940],EVT?[10987],,,
10988,你现在很叛逆，讨厌别人管教你。,,,,,,,,,,EVT?[10940],"EVT?[10944,10988]",,,
10989,你买小卖部的饮料中了再来一瓶，中的打开又中了再来一瓶。,,,,,,1,,,,EVT?[10940],"EVT?[10989,10990]",,,
10990,你在学校小卖部买过很多次饮料，从来没中过奖。,,,,,,,,,,EVT?[10940],"EVT?[10990,10989]",,,
10991,午休时，你喜欢趴在桌子上午睡。,,,,,,,,,,EVT?[10945],EVT?[10991],,,
10992,越临近考试，你越不想学习。考完后你玩时却觉得没意思了。,,,,,,,,,,EVT?[10940],EVT?[10992],,,
10993,你做了MBTI测试，发现自己是INFP。,,,,,,,,,,(EVT?[10010])&(SPR<4),"EVT?[10993,10994,10995,10996,10997,10998,10999,11000,11001,11002,11003,11004,11005,11006,11007,11008]",,,
10994,你做了MBTI测试，发现自己是INTP。,,,,,,,,,,(EVT?[10010])&(INT>7),"EVT?[10993,10994,10995,10996,10997,10998,10999,11000,11001,11002,11003,11004,11005,11006,11007,11008]",,,
10995,你做了MBTI测试，发现自己是INFJ。,,,,,,,,,,(EVT?[10010])&(SPR<6)&(CHR>5),"EVT?[10993,10994,10995,10996,10997,10998,10999,11000,11001,11002,11003,11004,11005,11006,11007,11008]",,,
10996,你做了MBTI测试，发现自己是ENTP。,,,,,,,,,,(EVT?[10010])&(STR>5)&(INT>5),"EVT?[10993,10994,10995,10996,10997,10998,10999,11000,11001,11002,11003,11004,11005,11006,11007,11008]",,,
10997,你做了MBTI测试，发现自己是INTJ。,,,,,,,,,,(EVT?[10010])&(CHR>4)&(INT>6),"EVT?[10993,10994,10995,10996,10997,10998,10999,11000,11001,11002,11003,11004,11005,11006,11007,11008]",,,
10998,你做了MBTI测试，发现自己是ENFP。,,,,,,,,,,(EVT?[10010])&(STR>4)&(SPR>6),"EVT?[10993,10994,10995,10996,10997,10998,10999,11000,11001,11002,11003,11004,11005,11006,11007,11008]",,,
10999,你做了MBTI测试，发现自己是ENFJ。,,,,,,,,,,(EVT?[10010])&(CHR>4)&(SPR>6),"EVT?[10993,10994,10995,10996,10997,10998,10999,11000,11001,11002,11003,11004,11005,11006,11007,11008]",,,
11000,你做了MBTI测试，发现自己是ENTJ。,,,,,,,,,,(EVT?[10010])&(CHR<5)&(SPR<5),"EVT?[10993,10994,10995,10996,10997,10998,10999,11000,11001,11002,11003,11004,11005,11006,11007,11008]",,,
11001,你做了MBTI测试，发现自己是ISFP。,,,,,,,,,,(EVT?[10010])&(CHR>5)&(SPR<5),"EVT?[10993,10994,10995,10996,10997,10998,10999,11000,11001,11002,11003,11004,11005,11006,11007,11008]",,,
11002,你做了MBTI测试，发现自己是ISFJ。,,,,,,,,,,(EVT?[10010])&(INT>5)&(SPR<5),"EVT?[10993,10994,10995,10996,10997,10998,10999,11000,11001,11002,11003,11004,11005,11006,11007,11008]",,,
11003,你做了MBTI测试，发现自己是ISTP。,,,,,,,,,,(EVT?[10010])&(INT>5)&(STR<5),"EVT?[10993,10994,10995,10996,10997,10998,10999,11000,11001,11002,11003,11004,11005,11006,11007,11008]",,,
11004,你做了MBTI测试，发现自己是ISTJ。,,,,,,,,,,(EVT?[10010])&(INT>4)&(CHR<6),"EVT?[10993,10994,10995,10996,10997,10998,10999,11000,11001,11002,11003,11004,11005,11006,11007,11008]",,,
